TradeID,Amount,Currency,Product,Country,SettlementType,Priority,Owner
2836,19481,EUR,Bond,UK,T+2,Medium,Manoj
2837,12297,EUR,ETF,India,T+1,Medium,Rahul
2838,25566,GBP,ETF,UK,T+1,High,Vignesh
2839,35266,EUR,Derivative,USA,T+2,High,Deepak
2840,26482,USD,Bond,UK,T+1,High,Manoj
2841,36933,GBP,Bond,UK,T+2,Low,Manoj
2842,26840,USD,Bond,Germany,T+2,Low,Revathi
2843,39907,USD,ETF,UK,T+1,High,Vignesh
2844,23995,INR,Derivative,UK,T+3,Low,Kavya
2845,34503,GBP,ETF,USA,T+2,High,Harish
2846,8994,GBP,Bond,Germany,T+3,High,Revathi
2847,14523,GBP,Derivative,India,T+3,Medium,Akhil
2848,31508,GBP,Bond,India,T+3,High,Sneha
2849,10224,GBP,Derivative,France,T+1,Low,Gayathri
2850,24509,GBP,Derivative,USA,T+2,Low,Deepak
2851,40786,GBP,Bond,India,T+2,Low,Sneha
2852,9540,USD,Derivative,India,T+2,Low,Akhil
2853,25838,USD,Equity,Germany,T+3,Low,Bharath
2854,5633,USD,Derivative,India,T+1,Low,Akhil
2855,42638,INR,Equity,Germany,T+1,Low,Bharath
2856,29115,USD,Equity,USA,T+1,Medium,Pradeep
2857,11167,EUR,Equity,USA,T+3,High,Pradeep
2858,24970,USD,ETF,Germany,T+1,High,Priya
2859,20607,GBP,Derivative,USA,T+3,High,Deepak
2860,36497,GBP,ETF,Germany,T+1,High,Priya
2861,25376,USD,Derivative,India,T+2,Medium,Akhil
2862,16744,GBP,ETF,Germany,T+1,High,Priya
2863,15501,INR,Derivative,UK,T+2,High,Kavya
2864,10155,EUR,Bond,Germany,T+3,High,Revathi
2865,45442,USD,Derivative,UK,T+2,Low,Kavya
2866,25787,INR,Bond,USA,T+3,Low,Arun
2867,38314,GBP,Derivative,India,T+3,High,Akhil
2868,16590,EUR,Bond,UK,T+3,Low,Manoj
2869,9346,EUR,ETF,Germany,T+3,Low,Priya
2870,20158,EUR,Equity,India,T+2,High,Naren
2871,31849,INR,Derivative,India,T+1,High,Akhil
2872,14788,INR,ETF,UK,T+3,High,Vignesh
2873,23776,USD,Derivative,USA,T+1,Medium,Deepak
2874,24332,USD,Bond,UK,T+1,Low,Manoj
2875,28789,GBP,Equity,UK,T+2,Medium,Suren
2876,47514,GBP,Bond,India,T+1,Medium,Sneha
2877,45773,INR,ETF,Germany,T+3,Medium,Priya
2878,30343,INR,Equity,France,T+3,High,Naveen
2879,45176,GBP,Derivative,USA,T+3,High,Deepak
2880,45468,USD,Equity,Germany,T+1,High,Bharath
2881,48153,EUR,Derivative,India,T+2,Medium,Akhil
2882,25392,USD,Equity,Germany,T+3,Low,Bharath
2883,28378,GBP,ETF,Germany,T+3,High,Priya
2884,44859,GBP,Derivative,India,T+1,Medium,Akhil
2885,8577,INR,Equity,USA,T+2,Low,Pradeep
2886,25966,EUR,ETF,USA,T+3,High,Harish
2887,10593,EUR,ETF,Germany,T+3,Medium,Priya
2888,6657,GBP,Equity,USA,T+1,Low,Pradeep
2889,27190,INR,ETF,USA,T+1,Medium,Harish
2890,37641,USD,Bond,France,T+1,Medium,Divya
2891,17884,INR,Bond,USA,T+3,Medium,Arun
2892,30332,USD,ETF,France,T+1,Medium,Keerthana
2893,40276,INR,Derivative,India,T+1,Low,Akhil
2894,36657,INR,ETF,India,T+3,Low,Rahul
2895,49437,EUR,Equity,India,T+2,Low,Naren
2896,38288,USD,ETF,India,T+1,Low,Rahul
2897,13700,INR,Derivative,India,T+1,Low,Akhil
2898,17596,GBP,Derivative,Germany,T+1,High,Karthik
2899,49556,USD,Equity,India,T+1,Medium,Naren
2900,11898,GBP,Equity,Germany,T+1,Low,Bharath
2901,12411,GBP,Derivative,France,T+3,High,Gayathri
2902,34602,EUR,Equity,UK,T+1,High,Suren
2903,29986,USD,Derivative,USA,T+1,Medium,Deepak
2904,13599,USD,Derivative,UK,T+2,Medium,Kavya
2905,25859,INR,Equity,France,T+2,High,Naveen
2906,37919,EUR,Equity,India,T+3,Medium,Naren
2907,34950,EUR,Equity,India,T+3,High,Naren
2908,10416,INR,Equity,USA,T+2,Low,Pradeep
2909,25670,EUR,Bond,India,T+2,Low,Sneha
2910,42332,INR,Bond,Germany,T+3,Medium,Revathi
2911,22309,INR,Bond,USA,T+3,Medium,Arun
2912,9549,EUR,Bond,France,T+3,High,Divya
2913,8020,EUR,Derivative,Germany,T+3,Low,Karthik
2914,14944,GBP,Derivative,UK,T+1,High,Kavya
2915,36550,GBP,ETF,UK,T+3,High,Vignesh
2916,14865,EUR,Bond,USA,T+1,High,Arun
2917,32387,EUR,ETF,USA,T+1,Low,Harish
2918,44834,USD,ETF,Germany,T+2,Low,Priya
2919,31163,USD,ETF,India,T+2,High,Rahul
2920,28341,USD,Bond,India,T+1,Low,Sneha
2921,9838,EUR,Bond,India,T+1,High,Sneha
2922,22357,INR,Equity,UK,T+1,High,Suren
2923,39597,GBP,Bond,UK,T+2,Medium,Manoj
2924,22769,USD,Derivative,UK,T+3,Medium,Kavya
2925,28713,USD,Bond,USA,T+2,Low,Arun
2926,33409,GBP,ETF,USA,T+2,High,Harish
2927,49400,EUR,ETF,USA,T+3,Medium,Harish
2928,7691,EUR,Bond,France,T+3,Medium,Divya
2929,44311,INR,ETF,France,T+1,High,Keerthana
2930,33038,USD,Bond,USA,T+2,Medium,Arun
2931,14699,USD,Bond,USA,T+1,Medium,Arun
2932,13704,USD,Bond,UK,T+2,Medium,Manoj
2933,28926,USD,Bond,USA,T+2,Medium,Arun
2934,37370,GBP,Derivative,UK,T+3,Low,Kavya
2935,7179,INR,ETF,Germany,T+3,Medium,Priya
2936,27727,USD,ETF,Germany,T+3,Low,Priya
2937,33418,EUR,Bond,India,T+1,Medium,Sneha
2938,12622,USD,ETF,UK,T+3,High,Vignesh
2939,23109,INR,Bond,USA,T+1,Medium,Arun
2940,49498,EUR,Equity,USA,T+2,High,Pradeep
2941,14369,EUR,Derivative,UK,T+3,High,Kavya
2942,8383,GBP,Equity,India,T+1,Low,Naren
2943,11671,INR,Bond,USA,T+3,Medium,Arun
2944,23579,EUR,Derivative,India,T+1,Low,Akhil
2945,49555,GBP,ETF,India,T+3,High,Rahul
2946,33818,USD,Derivative,USA,T+3,High,Deepak
2947,7266,GBP,Equity,UK,T+2,Medium,Suren
2948,32674,USD,Equity,India,T+2,Medium,Naren
2949,27030,EUR,Equity,India,T+2,Low,Naren
2950,12257,INR,Derivative,UK,T+3,High,Kavya
2951,10185,USD,Derivative,France,T+1,Low,Gayathri
2952,42612,GBP,Equity,Germany,T+2,Medium,Bharath
2953,43814,INR,ETF,India,T+3,High,Rahul
2954,37139,USD,Equity,UK,T+2,Medium,Suren
2955,13270,INR,Bond,USA,T+3,High,Arun
2956,19066,USD,Derivative,UK,T+2,High,Kavya
2957,49777,EUR,ETF,France,T+1,Medium,Keerthana
2958,36213,INR,ETF,Germany,T+2,Low,Priya
2959,29529,INR,Equity,France,T+3,High,Naveen
2960,30054,EUR,Derivative,UK,T+2,Medium,Kavya
2961,10612,INR,Equity,France,T+1,Low,Naveen
2962,23587,GBP,Derivative,France,T+3,Medium,Gayathri
2963,20059,INR,Derivative,UK,T+2,Low,Kavya
2964,26354,USD,Derivative,UK,T+1,Medium,Kavya
2965,41756,GBP,ETF,Germany,T+3,Medium,Priya
2966,22695,USD,Equity,France,T+3,Low,Naveen
2967,17602,GBP,Equity,UK,T+1,Medium,Suren
2968,33718,INR,Bond,UK,T+2,Low,Manoj
2969,14991,GBP,Bond,UK,T+2,Medium,Manoj
2970,44707,INR,Equity,Germany,T+3,Low,Bharath
2971,34302,EUR,Bond,UK,T+2,Medium,Manoj
2972,12287,GBP,Derivative,India,T+3,Low,Akhil
2973,10930,USD,Equity,India,T+3,High,Naren
2974,36068,USD,Derivative,UK,T+2,High,Kavya
2975,38150,USD,Equity,Germany,T+1,High,Bharath
2976,27762,USD,Derivative,UK,T+1,Medium,Kavya
2977,15743,EUR,Derivative,UK,T+2,High,Kavya
2978,37528,INR,Equity,India,T+3,Low,Naren
2979,23470,GBP,Bond,Germany,T+3,High,Revathi
2980,37803,EUR,Bond,UK,T+3,Low,Manoj
2981,14318,INR,Bond,UK,T+3,High,Manoj
2982,28625,EUR,Derivative,India,T+2,High,Akhil
2983,33772,USD,ETF,Germany,T+1,Medium,Priya
2984,46619,USD,ETF,France,T+1,Low,Keerthana
2985,21798,GBP,Bond,USA,T+1,High,Arun
2986,13850,INR,Equity,India,T+2,Low,Naren
2987,19965,USD,Derivative,France,T+2,Low,Gayathri
2988,23884,USD,Derivative,India,T+2,Medium,Akhil
2989,26277,EUR,Bond,Germany,T+2,Medium,Revathi
2990,29042,GBP,Bond,France,T+1,High,Divya
2991,37572,INR,Bond,UK,T+1,Low,Manoj
2992,30124,GBP,Bond,India,T+3,Medium,Sneha
2993,10848,EUR,Equity,France,T+2,Low,Naveen
2994,42533,GBP,Equity,UK,T+3,Low,Suren
2995,17779,USD,Equity,France,T+2,Medium,Naveen
2996,22919,INR,Equity,India,T+1,Medium,Naren
2997,40970,GBP,Equity,UK,T+1,Medium,Suren
2998,47918,INR,Bond,USA,T+3,Medium,Arun
2999,46878,GBP,Bond,USA,T+3,Low,Arun
3000,31658,INR,ETF,Germany,T+1,High,Priya
3001,25942,USD,ETF,UK,T+3,High,Vignesh
3002,45910,INR,Derivative,USA,T+1,High,Deepak
3003,39421,INR,Equity,India,T+1,High,Naren
3004,19945,USD,Equity,India,T+2,Medium,Naren
3005,14578,EUR,Derivative,Germany,T+3,Medium,Karthik
3006,41610,EUR,Equity,France,T+3,Medium,Naveen
3007,13871,EUR,Derivative,Germany,T+1,High,Karthik
3008,37546,INR,Bond,Germany,T+3,High,Revathi
3009,38694,GBP,Derivative,Germany,T+2,Low,Karthik
3010,28312,EUR,Bond,India,T+1,Low,Sneha
3011,9538,GBP,Equity,USA,T+2,High,Pradeep
3012,35971,EUR,ETF,Germany,T+2,Medium,Priya
3013,23110,INR,Equity,USA,T+1,High,Pradeep
3014,17351,GBP,Equity,India,T+3,Low,Naren
3015,16243,INR,Bond,India,T+1,Medium,Sneha
3016,10648,EUR,Bond,USA,T+1,Low,Arun
3017,15647,USD,Equity,USA,T+1,High,Pradeep
3018,36449,INR,Equity,USA,T+2,Low,Pradeep
3019,6406,EUR,Equity,UK,T+2,Low,Suren
3020,24176,EUR,ETF,UK,T+2,Low,Vignesh
3021,47313,INR,Derivative,Germany,T+2,High,Karthik
3022,36385,USD,ETF,France,T+3,High,Keerthana
3023,29983,USD,Derivative,Germany,T+2,High,Karthik
3024,7699,EUR,ETF,France,T+2,Low,Keerthana
3025,9946,EUR,Bond,Germany,T+2,High,Revathi
3026,30119,GBP,ETF,India,T+1,Low,Rahul
3027,8793,EUR,Bond,USA,T+3,Low,Arun
3028,38582,INR,Equity,France,T+3,Low,Naveen
3029,38190,EUR,ETF,UK,T+2,High,Vignesh
3030,5401,GBP,Bond,India,T+3,Medium,Sneha
3031,24506,GBP,ETF,France,T+2,Medium,Keerthana
3032,21846,USD,Derivative,India,T+2,High,Akhil
3033,38496,GBP,Bond,USA,T+1,High,Arun
3034,11505,USD,ETF,USA,T+2,High,Harish
3035,21693,USD,Bond,USA,T+3,Low,Arun
3036,9453,USD,Derivative,Germany,T+3,Low,Karthik
3037,20127,INR,Derivative,USA,T+2,Low,Deepak
3038,32637,GBP,Bond,USA,T+2,Medium,Arun
3039,14039,EUR,Bond,USA,T+3,Medium,Arun
3040,45425,EUR,Derivative,UK,T+1,Medium,Kavya
3041,37634,GBP,Equity,USA,T+3,Low,Pradeep
3042,45398,GBP,Derivative,Germany,T+3,Low,Karthik
3043,9523,EUR,Bond,UK,T+2,Medium,Manoj
3044,36335,INR,ETF,Germany,T+1,High,Priya
3045,21886,EUR,ETF,India,T+1,Medium,Rahul
3046,47768,USD,Bond,UK,T+3,High,Manoj
3047,7388,INR,Derivative,India,T+1,Medium,Akhil
3048,32408,INR,ETF,France,T+2,Low,Keerthana
3049,29477,USD,Bond,France,T+2,High,Divya
3050,5453,USD,Bond,Germany,T+2,Low,Revathi
3051,11138,INR,Equity,USA,T+3,High,Pradeep
3052,26088,INR,Bond,Germany,T+2,Low,Revathi
3053,35628,USD,Equity,France,T+2,Low,Naveen
3054,8747,INR,Bond,Germany,T+2,Medium,Revathi
3055,39568,EUR,ETF,Germany,T+2,High,Priya
3056,45030,GBP,ETF,UK,T+1,Medium,Vignesh
3057,37367,USD,Equity,USA,T+2,High,Pradeep
3058,45013,GBP,Equity,India,T+3,Low,Naren
3059,48698,GBP,Derivative,UK,T+1,High,Kavya
3060,32263,GBP,ETF,India,T+2,Medium,Rahul
3061,11716,EUR,Derivative,France,T+2,High,Gayathri
3062,17510,GBP,Derivative,France,T+1,High,Gayathri
3063,38999,EUR,ETF,UK,T+1,Low,Vignesh
3064,17783,USD,Equity,Germany,T+3,High,Bharath
3065,11983,INR,Derivative,France,T+2,High,Gayathri
3066,39301,GBP,Bond,USA,T+2,High,Arun
3067,49385,INR,Equity,UK,T+3,Low,Suren
3068,6070,GBP,ETF,UK,T+3,Medium,Vignesh
3069,32451,EUR,Derivative,France,T+2,Low,Gayathri
3070,34281,USD,Bond,Germany,T+2,High,Revathi
3071,47925,INR,Bond,India,T+3,High,Sneha
3072,27385,INR,Equity,USA,T+1,Low,Pradeep
3073,26291,EUR,ETF,UK,T+2,High,Vignesh
3074,13499,INR,Bond,USA,T+2,Low,Arun
3075,16589,EUR,Bond,France,T+2,Medium,Divya
3076,28864,EUR,Derivative,France,T+1,Low,Gayathri
3077,21702,INR,Equity,Germany,T+1,Low,Bharath
3078,32550,GBP,ETF,UK,T+1,Low,Vignesh
3079,9027,GBP,ETF,India,T+1,Medium,Rahul
3080,19260,EUR,Equity,UK,T+2,High,Suren
3081,31354,USD,Equity,India,T+1,Medium,Naren
3082,26988,USD,Derivative,Germany,T+3,High,Karthik
3083,17472,INR,ETF,UK,T+2,Low,Vignesh
3084,28442,EUR,Equity,Germany,T+1,High,Bharath
3085,44727,INR,Derivative,India,T+3,Medium,Akhil
3086,46176,GBP,ETF,India,T+2,Low,Rahul
3087,9681,USD,Equity,France,T+2,High,Naveen
3088,29966,GBP,ETF,Germany,T+1,Medium,Priya
3089,21691,INR,Equity,India,T+2,Medium,Naren
3090,42813,EUR,Derivative,UK,T+2,High,Kavya
3091,17423,INR,Derivative,India,T+1,Medium,Akhil
3092,23482,USD,Equity,UK,T+3,Medium,Suren
3093,30561,EUR,Derivative,France,T+2,High,Gayathri
3094,29590,USD,Derivative,UK,T+3,Medium,Kavya
3095,5859,INR,Equity,Germany,T+2,Low,Bharath
3096,28591,GBP,Bond,France,T+3,Medium,Divya
3097,28739,INR,ETF,USA,T+1,Low,Harish
3098,40335,USD,Bond,Germany,T+3,Medium,Revathi
3099,21131,USD,Equity,France,T+2,Medium,Naveen
3100,35788,EUR,Equity,India,T+1,High,Naren
3101,45489,INR,ETF,USA,T+2,High,Harish
3102,20455,USD,Bond,UK,T+2,High,Manoj
3103,5753,INR,Equity,UK,T+1,Medium,Suren
3104,21119,USD,Derivative,UK,T+2,Low,Kavya
3105,48038,USD,Derivative,Germany,T+3,Medium,Karthik
3106,42501,USD,Derivative,France,T+1,High,Gayathri
3107,12292,INR,Equity,UK,T+1,Medium,Suren
3108,28896,INR,ETF,Germany,T+3,High,Priya
3109,5844,INR,ETF,Germany,T+3,Low,Priya
3110,37302,USD,Bond,India,T+1,Low,Sneha
3111,47995,INR,Bond,India,T+3,High,Sneha
3112,5787,GBP,ETF,Germany,T+1,High,Priya
3113,22102,EUR,Equity,India,T+3,Medium,Naren
3114,26493,GBP,ETF,France,T+1,High,Keerthana
3115,37917,INR,ETF,Germany,T+3,Medium,Priya
3116,11197,GBP,Equity,France,T+1,Medium,Naveen
3117,47885,EUR,Bond,France,T+3,Low,Divya
3118,43657,GBP,Derivative,UK,T+3,Low,Kavya
3119,49676,EUR,Bond,UK,T+1,High,Manoj
3120,42052,EUR,Derivative,India,T+3,Medium,Akhil
3121,49295,INR,ETF,USA,T+3,High,Harish
3122,24077,GBP,Derivative,USA,T+1,High,Deepak
3123,20995,INR,ETF,India,T+2,Low,Rahul
3124,35665,USD,Equity,India,T+2,Medium,Naren
3125,38654,GBP,Derivative,India,T+3,Low,Akhil
3126,24381,EUR,Equity,Germany,T+3,Low,Bharath
3127,26126,EUR,ETF,India,T+1,Low,Rahul
3128,48322,GBP,Derivative,France,T+1,High,Gayathri
3129,27044,INR,ETF,India,T+2,Medium,Rahul
3130,18140,INR,Bond,France,T+1,Low,Divya
3131,19952,USD,ETF,France,T+3,Low,Keerthana
3132,40756,USD,Equity,USA,T+1,Low,Pradeep
3133,9597,GBP,Derivative,India,T+3,Medium,Akhil
3134,33216,USD,Equity,USA,T+3,Medium,Pradeep
3135,32560,USD,ETF,UK,T+3,Low,Vignesh
3136,6710,EUR,Derivative,UK,T+1,Low,Kavya
3137,23946,GBP,Derivative,USA,T+2,High,Deepak
3138,43213,USD,ETF,UK,T+3,Medium,Vignesh
3139,8119,EUR,ETF,France,T+1,Medium,Keerthana
3140,17618,EUR,ETF,UK,T+3,Low,Vignesh
3141,17356,EUR,Bond,UK,T+1,High,Manoj
3142,5931,USD,Derivative,France,T+2,High,Gayathri
3143,10616,USD,Derivative,France,T+1,High,Gayathri
3144,28594,EUR,Derivative,India,T+1,Low,Akhil
3145,45232,EUR,Bond,USA,T+2,Low,Arun
3146,38458,GBP,Bond,France,T+2,High,Divya
3147,22882,INR,Equity,France,T+1,Low,Naveen
3148,45554,INR,Equity,USA,T+2,Low,Pradeep
3149,15853,USD,Bond,USA,T+3,High,Arun
3150,34813,USD,ETF,USA,T+3,Low,Harish
3151,12046,GBP,Bond,USA,T+1,Low,Arun
3152,10319,GBP,ETF,Germany,T+3,High,Priya
3153,11586,INR,Bond,USA,T+1,High,Arun
3154,12327,INR,ETF,Germany,T+2,Medium,Priya
3155,16223,GBP,Equity,India,T+1,Low,Naren
3156,7141,USD,Derivative,USA,T+1,Medium,Deepak
3157,22100,USD,Derivative,UK,T+2,Low,Kavya
3158,38818,GBP,Equity,India,T+3,Low,Naren
3159,16203,EUR,Bond,India,T+3,Low,Sneha
3160,29717,USD,Bond,Germany,T+3,Low,Revathi
3161,7666,INR,Equity,India,T+1,Medium,Naren
3162,42759,INR,Derivative,India,T+2,Low,Akhil
3163,17481,INR,Bond,India,T+1,Medium,Sneha
3164,10361,INR,Derivative,India,T+1,High,Akhil
3165,39605,EUR,Equity,India,T+2,High,Naren
3166,48467,EUR,Derivative,Germany,T+2,Low,Karthik
3167,43027,USD,ETF,USA,T+2,Medium,Harish
3168,9441,EUR,ETF,India,T+1,Medium,Rahul
3169,35695,GBP,Bond,USA,T+1,Low,Arun
3170,9327,INR,ETF,UK,T+3,Low,Vignesh
3171,12174,USD,Bond,France,T+1,Low,Divya
3172,18404,GBP,ETF,Germany,T+2,Low,Priya
3173,49478,EUR,Equity,UK,T+3,Medium,Suren
3174,24401,USD,Bond,UK,T+2,Medium,Manoj
3175,10818,INR,Equity,India,T+3,Low,Naren
3176,6387,INR,Equity,Germany,T+2,Low,Bharath
3177,8381,GBP,Equity,USA,T+2,Low,Pradeep
3178,25605,USD,Equity,India,T+1,Medium,Naren
3179,34063,INR,Equity,India,T+2,Low,Naren
3180,18909,EUR,Bond,India,T+3,Low,Sneha
3181,20042,GBP,Bond,UK,T+3,Medium,Manoj
3182,33184,USD,ETF,UK,T+2,Medium,Vignesh
3183,34390,INR,Bond,USA,T+1,High,Arun
3184,38728,INR,Equity,India,T+1,Medium,Naren
3185,28715,EUR,ETF,Germany,T+1,Medium,Priya
3186,6557,INR,ETF,UK,T+1,Low,Vignesh
3187,9274,EUR,Derivative,India,T+1,Medium,Akhil
3188,45835,EUR,ETF,UK,T+2,Medium,Vignesh
3189,31352,GBP,Equity,India,T+3,Low,Naren
3190,29519,GBP,Derivative,France,T+1,Low,Gayathri
3191,10481,GBP,ETF,India,T+2,Low,Rahul
3192,16315,GBP,Bond,France,T+3,High,Divya
3193,23681,EUR,Equity,Germany,T+2,Medium,Bharath
3194,12368,EUR,Derivative,Germany,T+1,Low,Karthik
3195,40374,EUR,Derivative,USA,T+1,Medium,Deepak
3196,42808,GBP,Equity,UK,T+1,Medium,Suren
3197,18760,GBP,Equity,India,T+3,High,Naren
3198,40666,USD,ETF,India,T+1,Medium,Rahul
3199,43698,USD,Bond,France,T+1,Low,Divya
3200,49483,USD,Equity,UK,T+1,Medium,Suren
3201,10369,USD,Derivative,Germany,T+2,Low,Karthik
3202,13298,EUR,Derivative,India,T+3,Low,Akhil
3203,29197,INR,ETF,Germany,T+1,Low,Priya
3204,18258,EUR,Equity,USA,T+1,Medium,Pradeep
3205,30047,GBP,ETF,Germany,T+1,Low,Priya
3206,40365,GBP,Bond,Germany,T+3,Low,Revathi
3207,26193,INR,ETF,UK,T+1,Low,Vignesh
3208,18633,GBP,Derivative,USA,T+3,Low,Deepak
3209,38249,INR,Derivative,USA,T+2,High,Deepak
3210,48352,INR,Bond,USA,T+3,Medium,Arun
3211,8719,EUR,Bond,France,T+1,High,Divya
3212,9786,USD,Bond,USA,T+3,Medium,Arun
3213,27018,INR,ETF,UK,T+3,Low,Vignesh
3214,14287,EUR,Equity,Germany,T+2,Low,Bharath
3215,6278,INR,Derivative,USA,T+2,High,Deepak
3216,48644,INR,Equity,Germany,T+1,Low,Bharath
3217,43046,USD,Derivative,Germany,T+2,Low,Karthik
3218,33366,GBP,Bond,France,T+1,Low,Divya
3219,40289,EUR,Derivative,India,T+1,Low,Akhil
3220,33579,EUR,ETF,India,T+2,Medium,Rahul
3221,32244,USD,ETF,Germany,T+2,Medium,Priya
3222,31951,EUR,Bond,Germany,T+2,Medium,Revathi
3223,47861,GBP,Derivative,USA,T+2,High,Deepak
3224,38666,USD,Bond,Germany,T+3,Low,Revathi
3225,8237,USD,Derivative,USA,T+1,Medium,Deepak
3226,12963,GBP,Equity,Germany,T+1,Low,Bharath
3227,43454,INR,ETF,Germany,T+3,Medium,Priya
3228,31493,EUR,Derivative,India,T+2,High,Akhil
3229,47415,USD,Equity,Germany,T+3,Low,Bharath
3230,10035,EUR,Derivative,Germany,T+1,High,Karthik
3231,13286,INR,Bond,Germany,T+2,Medium,Revathi
3232,41284,EUR,Bond,USA,T+1,High,Arun
3233,28908,USD,Derivative,UK,T+3,High,Kavya
3234,8502,GBP,ETF,Germany,T+2,Low,Priya
3235,7176,USD,ETF,India,T+2,Medium,Rahul
3236,22058,INR,ETF,UK,T+1,Low,Vignesh
3237,43052,INR,ETF,India,T+3,Low,Rahul
3238,15249,EUR,ETF,India,T+3,High,Rahul
3239,15491,EUR,Bond,Germany,T+2,Medium,Revathi
3240,6908,USD,Bond,France,T+2,High,Divya
3241,49784,INR,ETF,UK,T+3,High,Vignesh
3242,16775,USD,Equity,France,T+3,Low,Naveen
3243,43318,USD,ETF,India,T+3,Low,Rahul
3244,43489,USD,Equity,France,T+1,High,Naveen
3245,21147,USD,Bond,Germany,T+3,Medium,Revathi
3246,12358,INR,Equity,Germany,T+3,High,Bharath
3247,15109,GBP,ETF,USA,T+2,Low,Harish
3248,43689,INR,Bond,USA,T+1,High,Arun
3249,39352,USD,Derivative,India,T+3,Low,Akhil
3250,41957,EUR,Equity,Germany,T+2,Low,Bharath
3251,33408,GBP,Derivative,Germany,T+2,Medium,Karthik
3252,38615,GBP,Derivative,France,T+3,Low,Gayathri
3253,39747,INR,Equity,UK,T+3,High,Suren
3254,31204,GBP,ETF,India,T+1,High,Rahul
3255,31926,INR,Bond,USA,T+3,High,Arun
3256,16479,USD,ETF,UK,T+2,High,Vignesh
3257,5636,EUR,ETF,France,T+2,Low,Keerthana
3258,25340,USD,Equity,France,T+3,High,Naveen
3259,30680,EUR,Bond,France,T+1,Low,Divya
3260,38291,EUR,Derivative,USA,T+2,Medium,Deepak
3261,32933,USD,Equity,Germany,T+2,High,Bharath
3262,28647,USD,Equity,USA,T+3,Medium,Pradeep
3263,19218,INR,Derivative,Germany,T+2,High,Karthik
3264,27172,GBP,Equity,UK,T+1,Medium,Suren
3265,10082,GBP,Derivative,France,T+2,Low,Gayathri
3266,48083,GBP,Bond,India,T+1,Low,Sneha
3267,30752,EUR,Bond,India,T+1,High,Sneha
3268,14917,USD,Derivative,USA,T+2,Medium,Deepak
3269,14759,GBP,ETF,France,T+2,High,Keerthana
3270,5014,INR,Equity,India,T+3,Low,Naren
3271,44970,INR,ETF,USA,T+3,Medium,Harish
3272,40786,GBP,Equity,India,T+1,Medium,Naren
3273,10275,INR,Derivative,India,T+1,High,Akhil
3274,10076,GBP,Bond,Germany,T+2,Low,Revathi
3275,31910,GBP,Equity,India,T+2,Low,Naren
3276,13381,USD,Derivative,India,T+3,High,Akhil
3277,48158,EUR,ETF,Germany,T+3,Low,Priya
3278,9109,INR,Bond,USA,T+3,Low,Arun
3279,24091,INR,Derivative,Germany,T+3,High,Karthik
3280,16687,USD,Bond,UK,T+3,High,Manoj
3281,9079,INR,Bond,India,T+3,High,Sneha
3282,31153,USD,ETF,France,T+3,Low,Keerthana
3283,44256,EUR,ETF,India,T+3,High,Rahul
3284,47254,EUR,Equity,France,T+1,Medium,Naveen
3285,9160,INR,Equity,India,T+2,Low,Naren
3286,8350,USD,Derivative,Germany,T+1,High,Karthik
3287,42790,INR,ETF,Germany,T+3,Low,Priya
3288,39012,INR,Bond,Germany,T+2,Medium,Revathi
3289,9498,GBP,Derivative,Germany,T+3,Low,Karthik
3290,39702,GBP,Bond,India,T+3,High,Sneha
3291,26169,INR,Derivative,USA,T+2,Low,Deepak
3292,27628,EUR,Bond,India,T+3,High,Sneha
3293,21435,INR,Bond,Germany,T+1,Medium,Revathi
3294,36282,EUR,Bond,India,T+2,High,Sneha
3295,38158,USD,Equity,France,T+2,Low,Naveen
3296,8050,EUR,Derivative,India,T+1,Medium,Akhil
3297,28280,GBP,ETF,India,T+3,High,Rahul
3298,27539,EUR,Derivative,Germany,T+3,Low,Karthik
3299,18622,USD,Bond,India,T+3,Medium,Sneha
3300,34805,EUR,Bond,USA,T+1,High,Arun
3301,12552,INR,ETF,France,T+2,High,Keerthana
3302,43034,EUR,ETF,Germany,T+2,Medium,Priya
3303,38599,INR,Bond,USA,T+1,High,Arun
3304,36927,USD,Equity,UK,T+2,High,Suren
3305,22847,EUR,Bond,UK,T+3,Low,Manoj
3306,13311,USD,Derivative,UK,T+3,Low,Kavya
3307,39612,USD,Derivative,France,T+3,Medium,Gayathri
3308,9864,GBP,Derivative,UK,T+2,Medium,Kavya
3309,21706,GBP,Equity,UK,T+3,High,Suren
3310,28413,USD,ETF,Germany,T+2,Medium,Priya
3311,41943,GBP,Bond,India,T+1,High,Sneha
3312,39068,EUR,Bond,France,T+3,High,Divya
3313,40505,GBP,ETF,India,T+1,Medium,Rahul
3314,25298,USD,Equity,Germany,T+1,Low,Bharath
3315,27035,EUR,Equity,USA,T+3,Medium,Pradeep
3316,42050,INR,Equity,France,T+2,Medium,Naveen
3317,33055,EUR,Derivative,India,T+2,High,Akhil
3318,16001,EUR,ETF,India,T+3,Low,Rahul
3319,18680,INR,Bond,USA,T+1,High,Arun
3320,48265,EUR,ETF,USA,T+1,High,Harish
3321,44467,EUR,Bond,USA,T+2,High,Arun
3322,6420,EUR,Derivative,UK,T+1,Medium,Kavya
3323,27754,USD,Derivative,India,T+2,Medium,Akhil
3324,24401,INR,Bond,USA,T+1,Medium,Arun
3325,45290,INR,Derivative,Germany,T+2,Low,Karthik
3326,42922,GBP,Equity,Germany,T+1,High,Bharath
3327,11112,USD,Bond,USA,T+1,High,Arun
